Sort_Order,Ticker,Action,Date,Price,Quantity,Reason,RSI,3M Return,6M Return,9M Return,RS,ST Value,ST Dir,Return %,PnL ₹,Holding Days
57,GVT&D.NS,BOUGHT,2025-09-30,3003.84,5,Entry,59.94,26.59,94.08,42.84,99.0,2809.9,Up,,,
58,ANANDRATHI.NS,SOLD,2025-09-30,2778.04,5,"Close < ST(15,3) (T-1)",73.68,50.01,47.77,41.81,98.0,2708.95,Up,-7.26,-1086.81,25.0
59,GMDCLTD.NS,BOUGHT,2025-09-29,594.96,28,Entry,65.29,43.05,121.74,78.7,99.0,529.77,Up,,,
60,LTF.NS,BOUGHT,2025-09-29,236.23,70,Entry,55.23,16.39,52.41,70.42,98.0,235.7,Up,,,
61,AIIL.NS,SOLD,2025-09-29,591.31,33,"Close < ST(15,3) (T-1)",72.67,65.4,46.31,51.92,99.0,455.55,Up,18.6,3060.03,108.0
62,LAURUSLABS.NS,SOLD,2025-09-29,829.23,18,"Close < ST(15,3) (T-1)",61.87,47.74,58.25,79.78,99.0,821.17,Up,-6.62,-1058.13,35.0
63,SYRMA.NS,BOUGHT,2025-09-25,864.3,19,Entry,65.91,59.3,83.07,44.27,99.0,764.97,Up,,,
64,PAYTM.NS,SOLD,2025-09-25,1154.1,14,"Close < ST(15,3) (T-1)",68.94,30.66,40.33,40.73,99.0,1014.39,Up,-0.14,-23.09,43.0
65,ANANDRATHI.NS,BOUGHT,2025-09-05,2995.4,5,Entry,73.68,50.01,47.77,41.81,98.0,2708.95,Up,,,
66,FORCEMOT.NS,SOLD,2025-09-05,18133.88,1,"Close < ST(15,3) (T-1)",68.12,93.4,102.37,90.11,99.0,12373.03,Up,31.59,4353.32,77.0
67,LAURUSLABS.NS,BOUGHT,2025-08-25,888.02,18,Entry,61.87,47.74,58.25,79.78,99.0,821.17,Up,,,
68,JKCEMENT.NS,SOLD,2025-08-25,6806.8,2,"Close < ST(15,3) (T-1)",73.92,35.54,44.52,71.02,99.0,6478.05,Up,-3.33,-469.47,14.0
69,PAYTM.NS,BOUGHT,2025-08-13,1155.75,14,Entry,68.94,30.66,40.33,40.73,99.0,1014.39,Up,,,
70,COROMANDEL.NS,SOLD,2025-08-13,2353.18,8,"Close < ST(15,3) (T-1)",65.97,2.91,20.73,27.26,97.0,1879.54,Up,25.21,3790.6,128.0
71,JKCEMENT.NS,BOUGHT,2025-08-11,7041.53,2,Entry,73.92,35.54,44.52,71.02,99.0,6478.05,Up,,,
72,LAURUSLABS.NS,SOLD,2025-08-11,813.91,19,"Close < ST(15,3) (T-1)",62.41,38.65,56.19,73.82,99.0,833.07,Up,-4.65,-754.05,7.0
73,LAURUSLABS.NS,BOUGHT,2025-08-04,853.6,19,Entry,62.41,38.65,56.19,73.82,99.0,833.07,Up,,,
74,WOCKPHARMA.NS,SOLD,2025-08-04,1603.14,9,"Close < ST(15,3) (T-1)",67.27,23.22,21.18,76.93,99.0,1593.5,Up,-9.88,-1581.35,41.0
75,CHOICEIN.NS,BOUGHT,2025-07-23,770.33,21,Entry,69.25,25.96,40.76,59.15,99.0,718.55,Up,,,
76,BLUEJET.NS,SOLD,2025-07-23,830.16,17,Stoploss 13%,63.46,28.1,67.9,83.0,99.0,864.27,Up,-13.87,-2271.82,6.0
77,BLUEJET.NS,BOUGHT,2025-07-17,963.79,17,Entry,63.46,28.1,67.9,83.0,99.0,864.27,Up,,,
78,NH.NS,SOLD,2025-07-17,1941.54,9,"Close < ST(15,3) (T-1)",56.73,25.31,34.86,32.36,98.0,1523.65,Up,16.44,2467.33,100.0
79,GODFRYPHLP.NS,BOUGHT,2025-07-02,3000.26,5,Entry,62.83,37.11,68.35,24.6,98.0,2722.0,Up,,,
80,BLUEJET.NS,SOLD,2025-07-02,843.81,17,"Close < ST(15,3) (T-1)",66.22,14.86,89.42,82.43,99.0,852.77,Up,-11.62,-1885.98,16.0
81,WOCKPHARMA.NS,BOUGHT,2025-06-24,1778.85,9,Entry,67.27,23.22,21.18,76.93,99.0,1593.5,Up,,,
82,RPOWER.NS,SOLD,2025-06-24,63.68,245,"Close < ST(15,3) (T-1)",70.31,94.8,49.47,125.61,99.0,63.4,Up,-6.13,-1018.59,8.0
83,FORCEMOT.NS,BOUGHT,2025-06-20,13780.56,1,Entry,68.12,93.4,102.37,90.11,99.0,12373.03,Up,,,
84,GODFRYPHLP.NS,SOLD,2025-06-20,2663.28,6,"Close < ST(15,3) (T-1)",69.71,86.73,25.2,88.99,99.0,2434.6,Up,-3.05,-502.3,49.0
85,BLUEJET.NS,BOUGHT,2025-06-16,954.75,17,Entry,66.22,14.86,89.42,82.43,99.0,852.77,Up,,,
86,RPOWER.NS,BOUGHT,2025-06-16,67.84,245,Entry,70.31,94.8,49.47,125.61,99.0,63.4,Up,,,
87,BSE.NS,SOLD,2025-06-16,2711.38,8,"Close < ST(15,3) (T-1)",60.73,2.74,30.78,133.09,99.0,1630.35,Up,42.06,6421.97,66.0
88,PAYTM.NS,SOLD,2025-06-16,882.22,21,"Close < ST(15,3) (T-1)",59.88,-16.87,12.3,95.68,98.0,721.33,Up,14.75,2381.23,70.0
89,AIIL.NS,BOUGHT,2025-06-13,498.58,33,Entry,72.67,65.4,46.31,51.92,99.0,455.55,Up,,,
90,MAZDOCK.NS,SOLD,2025-06-13,3130.37,5,"Close < ST(15,3) (T-1)",63.75,39.7,43.87,27.06,99.0,2671.76,Up,0.26,40.18,29.0
91,MAZDOCK.NS,BOUGHT,2025-05-15,3122.33,5,Entry,63.75,39.7,43.87,27.06,99.0,2671.76,Up,,,
92,CHAMBLFERT.NS,SOLD,2025-05-15,644.76,29,"Close < ST(15,3) (T-1)",64.32,11.54,12.94,42.3,97.0,506.11,Up,13.53,2228.2,76.0
93,GODFRYPHLP.NS,BOUGHT,2025-05-02,2747.0,6,Entry,69.71,86.73,25.2,88.99,99.0,2434.6,Up,,,
94,BAJFINANCE.NS,SOLD,2025-05-02,853.26,19,"Close < ST(15,3) (T-1)",68.43,27.77,25.35,25.26,96.0,793.28,Up,0.71,114.9,73.0
95,BSE.NS,BOUGHT,2025-04-11,1908.63,8,Entry,60.73,2.74,30.78,133.09,99.0,1630.35,Up,,,
96,MUTHOOTFIN.NS,SOLD,2025-04-11,2088.65,7,"Close < ST(15,3) (T-1)",63.44,30.52,26.38,38.67,98.0,2084.57,Up,-10.69,-1749.87,56.0
97,NH.NS,BOUGHT,2025-04-08,1667.4,9,Entry,56.73,25.31,34.86,32.36,98.0,1523.65,Up,,,
98,SRF.NS,SOLD,2025-04-08,2726.3,5,"Close < ST(15,3) (T-1)",76.77,26.28,14.23,22.42,87.0,2712.79,Up,-7.57,-1116.87,61.0
99,COROMANDEL.NS,BOUGHT,2025-04-07,1879.35,8,Entry,65.97,2.91,20.73,27.26,97.0,1879.54,Up,,,
100,PAYTM.NS,BOUGHT,2025-04-07,768.82,21,Entry,59.88,-16.87,12.3,95.68,98.0,721.33,Up,,,
101,BAJAJHLDNG.NS,SOLD,2025-04-07,10348.0,1,SL Gap Down (13%),60.17,13.01,25.68,44.85,96.0,10779.4,Up,-14.43,-1744.76,49.0
102,SARDAEN.NS,SOLD,2025-04-07,394.62,34,SL Gap Down (13%),59.92,17.15,45.54,79.92,99.0,399.31,Up,-18.94,-3134.97,48.0
103,CHAMBLFERT.NS,BOUGHT,2025-02-28,567.93,29,Entry,64.32,11.54,12.94,42.3,97.0,506.11,Up,,,
104,BSE.NS,SOLD,2025-02-28,1592.83,8,Stoploss 15%,55.75,29.94,111.09,110.9,99.0,1699.58,Up,-15.85,-2399.37,4.0
105,BSE.NS,BOUGHT,2025-02-24,1892.75,8,Entry,55.75,29.94,111.09,110.9,99.0,1699.58,Up,,,
106,ZENSARTECH.NS,SOLD,2025-02-24,774.96,18,"Close < ST(15,3) (T-1)",60.97,19.78,20.15,46.82,92.0,801.12,Up,-14.79,-2420.44,18.0
107,BAJFINANCE.NS,BOUGHT,2025-02-18,847.21,19,Entry,68.43,27.77,25.35,25.26,96.0,793.28,Up,,,
108,SARDAEN.NS,BOUGHT,2025-02-18,486.82,34,Entry,59.92,17.15,45.54,79.92,99.0,399.31,Up,,,
109,BAJAJHLDNG.NS,BOUGHT,2025-02-17,12092.76,1,Entry,60.17,13.01,25.68,44.85,96.0,10779.4,Up,,,
110,BLUEJET.NS,SOLD,2025-02-17,755.55,20,"Close < ST(15,3) (T-1)",73.06,54.6,73.89,114.77,99.0,723.42,Up,-6.14,-989.04,4.0
111,KIMS.NS,SOLD,2025-02-17,576.1,25,"Close < ST(15,3) (T-1)",64.45,15.98,51.62,57.66,97.0,576.2,Up,-11.99,-1962.54,11.0
112,LAURUSLABS.NS,SOLD,2025-02-17,541.28,26,"Close < ST(15,3) (T-1)",58.01,25.08,44.74,39.33,97.0,523.61,Up,-12.4,-1991.44,12.0
113,MUTHOOTFIN.NS,BOUGHT,2025-02-14,2338.63,7,Entry,63.44,30.52,26.38,38.67,98.0,2084.57,Up,,,
